Data Download from NCSES Interactive Data Tool,,,,,
,,,,,
Filters,Selected values,,,,
1995,Duke University,Science,Biology,Female,35
1995,Duke University,Science,Biology,Male,27
1995,Duke University,Science,Biometry and epidemiology,Total for selected values,10
1995,Duke University,Science,Biometry and epidemiology,Female,4
1995,Duke University,Science,Biometry and epidemiology,Male,6
1995,Duke University,Science,Botany and plant biology,Total for selected values,48
1995,Duke University,Science,Botany and plant biology,Female,25
1995,Duke University,Science,Botany and plant biology,Male,23
1995,Duke University,Science,Cell and molecular biology,Total for selected values,54
1995,Duke University,Science,Cell and molecular biology,Female,24
1995,Duke University,Science,Cell and molecular biology,Male,30
1995,Duke University,Science,Chemistry,Total for selected values,87
1995,Duke University,Science,Chemistry,Female,30
1995,Duke University,Science,Chemistry,Male,57
1995,Duke University,Science,Computer sciences,Total for selected values,63
1995,Duke University,Science,Computer sciences,Female,19
1995,Duke University,Science,Computer sciences,Male,44
1995,Duke University,Science,Economics (except agricultural),Total for selected values,108
1995,Duke University,Science,Economics (except agricultural),Female,28
1995,Duke University,Science,Economics (except agricultural),Male,80
1995,Duke University,Science,Geosciences,Total for selected values,29
1995,Duke University,Science,Geosciences,Female,8
1995,Duke University,Science,Geosciences,Male,21
1995,Duke University,Science,Mathematics and applied mathematics,Total for selected values,33
1995,Duke University,Science,Mathematics and applied mathematics,Female,9
1995,Duke University,Science,Mathematics and applied mathematics,Male,24
1995,Duke University,Science,"Microbiology, immunology, and virology",Total for selected values,44
1995,Duke University,Science,"Microbiology, immunology, and virology",Female,20
1995,Duke University,Science,"Microbiology, immunology, and virology",Male,24
1995,Duke University,Science,Pathology,Total for selected values,15
1995,Duke University,Science,Pathology,Female,2
1995,Duke University,Science,Pathology,Male,13
1995,Duke University,Science,Pharmacology and toxicology,Total for selected values,33
1995,Duke University,Science,Pharmacology and toxicology,Female,14
1995,Duke University,Science,Pharmacology and toxicology,Male,19
1995,Duke University,Science,Physics,Total for selected values,70
1995,Duke University,Science,Physics,Female,10
1995,Duke University,Science,Physics,Male,60
1995,Duke University,Science,Political science and government,Total for selected values,146
1995,Duke University,Science,Political science and government,Female,52
1995,Duke University,Science,Political science and government,Male,94
1995,Duke University,Science,Psychology not elsewhere classified,Total for selected values,25
1995,Duke University,Science,Psychology not elsewhere classified,Female,9
1995,Duke University,Science,Psychology not elsewhere classified,Male,16
1995,Duke University,Science,"Psychology, general",Total for selected values,45
1995,Duke University,Science,"Psychology, general",Female,37
1995,Duke University,Science,"Psychology, general",Male,8
1995,Duke University,Science,Sociology,Total for selected values,48
1995,Duke University,Science,Sociology,Female,34
1995,Duke University,Science,Sociology,Male,14
1995,Duke University,Engineering,Total for selected values,Total for selected values,252
1995,Duke University,Engineering,Biomedical engineering,Total for selected values,72
1995,Duke University,Engineering,Biomedical engineering,Female,19
1995,Duke University,Engineering,Biomedical engineering,Male,53
1995,Duke University,Engineering,Civil engineering,Total for selected values,54
1995,Duke University,Engineering,Civil engineering,Female,8
1995,Duke University,Engineering,Civil engineering,Male,46
1995,Duke University,Engineering,Electrical engineering,Total for selected values,65
1995,Duke University,Engineering,Electrical engineering,Female,12
1995,Duke University,Engineering,Electrical engineering,Male,53
1995,Duke University,Engineering,Mechanical engineering,Total for selected values,61
1995,Duke University,Engineering,Mechanical engineering,Female,10
1995,Duke University,Engineering,Mechanical engineering,Male,51
1995,Harvard University,Total for selected values,Total for selected values,Total for selected values,"3,185"
1995,Harvard University,Science,Total for selected values,Total for selected values,"3,016"
1995,Harvard University,Science,Agricultural sciences,Total for selected values,1
1995,Harvard University,Science,Agricultural sciences,Male,1
1995,Harvard University,Science,Anthropology,Total for selected values,124
1995,Harvard University,Science,Anthropology,Female,65
1995,Harvard University,Science,Anthropology,Male,59
1995,Harvard University,Science,Astronomy and astrophysics,Total for selected values,33
1995,Harvard University,Science,Astronomy and astrophysics,Female,7
1995,Harvard University,Science,Astronomy and astrophysics,Male,26
1995,Harvard University,Science,Biochemistry,Total for selected values,50
1995,Harvard University,Science,Biochemistry,Female,25
1995,Harvard University,Science,Biochemistry,Male,25
1995,Harvard University,Science,Biology,Total for selected values,66
1995,Harvard University,Science,Biology,Female,24
1995,Harvard University,Science,Biology,Male,42
1995,Harvard University,Science,Biometry and epidemiology,Total for selected values,175
1995,Harvard University,Science,Biometry and epidemiology,Female,112
1995,Harvard University,Science,Biometry and epidemiology,Male,63
1995,Harvard University,Science,Biophysics,Total for selected values,40
1995,Harvard University,Science,Biophysics,Female,8
1995,Harvard University,Science,Biophysics,Male,32
1995,Harvard University,Science,Biosciences not elsewhere classified,Total for selected values,29
1995,Harvard University,Science,Biosciences not elsewhere classified,Female,11
1995,Harvard University,Science,Biosciences not elsewhere classified,Male,18
1995,Harvard University,Science,Cell and molecular biology,Total for selected values,191
1995,Harvard University,Science,Cell and molecular biology,Female,77
1995,Harvard University,Science,Cell and molecular biology,Male,114
1995,Harvard University,Science,Chemistry,Total for selected values,179
1995,Harvard University,Science,Chemistry,Female,23
1995,Harvard University,Science,Chemistry,Male,156
1995,Harvard University,Science,Economics (except agricultural),Total for selected values,247
1995,Harvard University,Science,Economics (except agricultural),Female,60
1995,Harvard University,Science,Economics (except agricultural),Male,187
1995,Harvard University,Science,Genetics,Total for selected values,75
1995,Harvard University,Science,Genetics,Female,39
1995,Harvard University,Science,Genetics,Male,36
1995,Harvard University,Science,Geosciences,Total for selected values,34
1995,Harvard University,Science,Geosciences,Female,13
1995,Harvard University,Science,Geosciences,Male,21
1995,Harvard University,Science,History and philosophy of science,Total for selected values,40
1995,Harvard University,Science,History and philosophy of science,Female,15
1995,Harvard University,Science,History and philosophy of science,Male,25
1995,Harvard University,Science,Linguistics,Total for selected values,24
1995,Harvard University,Science,Linguistics,Female,10
1995,Harvard University,Science,Linguistics,Male,14
1995,Harvard University,Science,Mathematics and applied mathematics,Total for selected values,78
1995,Harvard University,Science,Mathematics and applied mathematics,Female,18
1995,Harvard University,Science,Mathematics and applied mathematics,Male,60
1995,Harvard University,Science,"Microbiology, immunology, and virology",Total for selected values,134
1995,Harvard University,Science,"Microbiology, immunology, and virology",Female,63
1995,Harvard University,Science,"Microbiology, immunology, and virology",Male,71
1995,Harvard University,Science,Nutrition,Total for selected values,14
1995,Harvard University,Science,Nutrition,Female,13
1995,Harvard University,Science,Nutrition,Male,1
1995,Harvard University,Science,Pathology,Total for selected values,1
1995,Harvard University,Science,Pathology,Female,1
1995,Harvard University,Science,Pharmacology and toxicology,Total for selected values,7
1995,Harvard University,Science,Pharmacology and toxicology,Female,2
1995,Harvard University,Science,Pharmacology and toxicology,Male,5
1995,Harvard University,Science,Physics,Total for selected values,133
1995,Harvard University,Science,Physics,Female,36
