Data Download from NCSES Interactive Data Tool

Filters,Selected values
"Institution Name","Columbia Univ in the City of New York, Columbia University in the City of New York"

,,,"<measures>","Graduate Students by Demographic Characteristics and Enrollment",
"1995","Columbia Univ in the City of New York","Physical sciences","Asian and Pacific Islander, 1999 and prior","11",
"1995","Columbia Univ in the City of New York","Physical sciences","Ethnicity and race unknown or not stated","8",
"1995","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","129",
"1995","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","1",
"1995","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","65",
"1995","Columbia Univ in the City of New York","Physical sciences","Other, 1999 and prior","1",
"1995","Columbia Univ in the City of New York","Psychology","Total for selected values","36",
"1995","Columbia Univ in the City of New York","Psychology","Asian and Pacific Islander, 1999 and prior","2",
"1995","Columbia Univ in the City of New York","Psychology","Ethnicity and race unknown or not stated","3",
"1995","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","17",
"1995","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","14",
"1995","Columbia Univ in the City of New York","Social sciences","Total for selected values","721",
"1995","Columbia Univ in the City of New York","Social sciences","Asian and Pacific Islander, 1999 and prior","40",
"1995","Columbia Univ in the City of New York","Social sciences","Ethnicity and race unknown or not stated","30",
"1995","Columbia Univ in the City of New York","Social sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","241",
"1995","Columbia Univ in the City of New York","Social sciences","Hispanic or Latino ethnicity (one or more races)","21",
"1995","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, American Indian or Alaska Native","3",
"1995","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, black or African American","16",
"1995","Columbia Univ in the City of New York","Social sciences","Non-Hispanic, white","364",
"1995","Columbia Univ in the City of New York","Social sciences","Other, 1999 and prior","6",
"1994","Total for selected values","Total for selected values","Total for selected values","3,006",
"1994","Columbia Univ in the City of New York","Total for selected values","Total for selected values","3,006",
"1994","Columbia Univ in the City of New York","Biological sciences","Total for selected values","459",
"1994","Columbia Univ in the City of New York","Biological sciences","Asian and Pacific Islander, 1999 and prior","48",
"1994","Columbia Univ in the City of New York","Biological sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","171",
"1994","Columbia Univ in the City of New York","Biological sciences","Hispanic or Latino ethnicity (one or more races)","8",
"1994","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, black or African American","7",
"1994","Columbia Univ in the City of New York","Biological sciences","Non-Hispanic, white","224",
"1994","Columbia Univ in the City of New York","Biological sciences","Other, 1999 and prior","1",
"1994","Columbia Univ in the City of New York","Clinical medicine","Total for selected values","595",
"1994","Columbia Univ in the City of New York","Clinical medicine","Asian and Pacific Islander, 1999 and prior","30",
"1994","Columbia Univ in the City of New York","Clinical medicine","Ethnicity and race unknown or not stated","5",
"1994","Columbia Univ in the City of New York","Clinical medicine","Foreign nationals holding temporary visas, regardless of ethnicity or race","53",
"1994","Columbia Univ in the City of New York","Clinical medicine","Hispanic or Latino ethnicity (one or more races)","15",
"1994","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, American Indian or Alaska Native","1",
"1994","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, black or African American","28",
"1994","Columbia Univ in the City of New York","Clinical medicine","Non-Hispanic, white","460",
"1994","Columbia Univ in the City of New York","Clinical medicine","Other, 1999 and prior","3",
"1994","Columbia Univ in the City of New York","Computer sciences","Total for selected values","165",
"1994","Columbia Univ in the City of New York","Computer sciences","Asian and Pacific Islander, 1999 and prior","33",
"1994","Columbia Univ in the City of New York","Computer sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","63",
"1994","Columbia Univ in the City of New York","Computer sciences","Hispanic or Latino ethnicity (one or more races)","5",
"1994","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, American Indian or Alaska Native","1",
"1994","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, black or African American","8",
"1994","Columbia Univ in the City of New York","Computer sciences","Non-Hispanic, white","55",
"1994","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Total for selected values","103",
"1994","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Asian and Pacific Islander, 1999 and prior","4",
"1994","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","48",
"1994","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Hispanic or Latino ethnicity (one or more races)","2",
"1994","Columbia Univ in the City of New York","Earth, atmospheric, and ocean sciences","Non-Hispanic, white","49",
"1994","Columbia Univ in the City of New York","Engineering","Total for selected values","572",
"1994","Columbia Univ in the City of New York","Engineering","Asian and Pacific Islander, 1999 and prior","137",
"1994","Columbia Univ in the City of New York","Engineering","Ethnicity and race unknown or not stated","2",
"1994","Columbia Univ in the City of New York","Engineering","Foreign nationals holding temporary visas, regardless of ethnicity or race","234",
"1994","Columbia Univ in the City of New York","Engineering","Hispanic or Latino ethnicity (one or more races)","10",
"1994","Columbia Univ in the City of New York","Engineering","Non-Hispanic, black or African American","14",
"1994","Columbia Univ in the City of New York","Engineering","Non-Hispanic, white","172",
"1994","Columbia Univ in the City of New York","Engineering","Other, 1999 and prior","3",
"1994","Columbia Univ in the City of New York","Mathematics and statistics","Total for selected values","109",
"1994","Columbia Univ in the City of New York","Mathematics and statistics","Asian and Pacific Islander, 1999 and prior","13",
"1994","Columbia Univ in the City of New York","Mathematics and statistics","Foreign nationals holding temporary visas, regardless of ethnicity or race","62",
"1994","Columbia Univ in the City of New York","Mathematics and statistics","Hispanic or Latino ethnicity (one or more races)","2",
"1994","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, black or African American","2",
"1994","Columbia Univ in the City of New York","Mathematics and statistics","Non-Hispanic, white","30",
"1994","Columbia Univ in the City of New York","Physical sciences","Total for selected values","220",
"1994","Columbia Univ in the City of New York","Physical sciences","Asian and Pacific Islander, 1999 and prior","8",
"1994","Columbia Univ in the City of New York","Physical sciences","Foreign nationals holding temporary visas, regardless of ethnicity or race","105",
"1994","Columbia Univ in the City of New York","Physical sciences","Hispanic or Latino ethnicity (one or more races)","1",
"1994","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, black or African American","3",
"1994","Columbia Univ in the City of New York","Physical sciences","Non-Hispanic, white","101",
"1994","Columbia Univ in the City of New York","Physical sciences","Other, 1999 and prior","2",
"1994","Columbia Univ in the City of New York","Psychology","Total for selected values","29",
"1994","Columbia Univ in the City of New York","Psychology","Asian and Pacific Islander, 1999 and prior","9",
"1994","Columbia Univ in the City of New York","Psychology","Foreign nationals holding temporary visas, regardless of ethnicity or race","4",
"1994","Columbia Univ in the City of New York","Psychology","Hispanic or Latino ethnicity (one or more races)","1",
"1994","Columbia Univ in the City of New York","Psychology","Non-Hispanic, white","15",
"1994","Columbia Univ in the City of New York","Social sciences","Total for selected values","754",
"1994","Columbia Univ in the City of New York","Social sciences","Asian and Pacific Islander, 1999 and prior","46",
